InitialTime;FinalTime;InitialTorque;FinalTorque;TorqueDiff;DeltaT;ThroughZero
31867,828;31868,063;71,13999999999999;122,98000000000002;51,84000000000003;220,5957446837198;0
31868,068;31868,253;117,98000000000002;79,27999999999997;38,700000000000045;-209,1891891877085;0
31868,258;31868,438;82,56;94,65999999999997;12,099999999999966;67,22222222347197;0
31868,443;31868,628;89,30000000000001;58,43000000000001;30,870000000000005;-166,8648648636836;0
31868,783;31868,988;50,40999999999997;20,99000000000001;29,41999999999996;-143,51219512072856;0
31869,113;31869,423;15,379999999999995;-0,03000000000002956;15,410000000000025;-49,70967741972827;1
31876,079;31876,998;0,21999999999997044;168,3;168,08000000000004;182,8944504900508;0
31877,003;31877,404;167,13;35,639999999999986;131,49;-327,905236909349;0
31877,409;31877,783;39,089999999999975;145,58999999999997;106,5;284,75935828892517;0
31877,788;31878,044;142,76999999999998;53,69;89,07999999999998;-347,96874999833847;0
31878,049;31878,258;56,170000000000016;77,93;21,75999999999999;104,11483253460928;0
31878,263;31878,514;75,20999999999998;20,379999999999995;54,829999999999984;-218,44621513926487;0
31878,519;31878,769;21,69999999999999;40,55000000000001;18,850000000000023;75,40000000000009;0
31878,773;31879,029;39,46999999999997;13,629999999999995;25,839999999999975;-100,93750000095235;0
31879,248;31879,514;22,079999999999984;7,360000000000014;14,71999999999997;-55,338345864740255;0
31879,929;31880,179;11,430000000000007;23,480000000000018;12,050000000000011;48,200000000000045;0
31880,184;31880,399;22,69999999999999;10,759999999999991;11,939999999999998;-55,53488372089264;0
31900,514;31900,729;1,6399999999999864;14,789999999999964;13,149999999999977;61,162790697632914;0
31910,364;31910,979;0,07999999999998408;25,810000000000002;25,730000000000018;41,83739837412236;0
31910,985;31911,219;24,829999999999984;6,829999999999984;18,0;-76,92307692295255;0
31911,224;31911,519;7,579999999999984;23,5;15,920000000000016;53,96610169456924;0
31911,890;31912,475;24,689999999999998;-0,34000000000003183;25,03000000000003;-42,7863247863887;1
31912,775;31913,139;0,2699999999999818;34,870000000000005;34,60000000000002;95,05494505553033;0
31913,145;31913,350;33,30000000000001;17,629999999999995;15,670000000000016;-76,43902439094936;0
31913,564;31913,834;24,399999999999977;6,240000000000009;18,159999999999968;-67,2592592591504;0
